26.503 ; 26.436 ; 26.379 ; 26.257 ; 25.884 ; 25.674 ; 25.905 ; 25.948 ; 25.898 ; 25.874 ; 25.816 ; 25.757 ; 25.704 ; 25.642 ; 25.597 ; 25.544 ; 25.500 ; 25.453 ; 25.410 ; 25.356 ; 25.310 ; 25.269 ; 25.226 ; 25.187 ; 25.153 ; 25.126 ; 25.086 ; 25.042 ; 24.974 ; 24.888 ; 24.801 ; 24.748 ; 24.708 ; 24.732 ; 24.893 ; 25.180 ; 25.348 ; 25.331 ; 25.143 ; 24.705 ; 24.369 ; 24.273 ; 24.206 ; 24.154 ; 24.108 ; 24.066 ; 24.010 ; 23.967 ; 23.913 ; 23.856 ; 23.793 ; 23.738 ; 23.694 ; 23.639 ; 23.575 ; 23.524 ; 23.477 ; 23.424 ; 23.360 ; 23.305 ; 23.261 ; 23.204 ; 23.156 ; 23.101 ; 23.037 ; 22.982 ; 22.935 ; 22.877 ; 22.828 ; 22.771 ; 22.714 ; 22.656 ; 22.615 ; 22.554 ; 22.498 ; 22.439 ; 22.376 ; 22.316 ; 22.267 ; 22.209 ; 22.160 ; 22.122 ; 22.159 ; 22.274 ; 22.512 ; 22.671 ; 22.689 ; 22.703 ; 22.629 ; 22.383 ; 21.938 ; 21.668 ; 21.589 ; 21.533 ; 21.503 ; 21.551 ; 21.617 ; 21.615 ; 21.558 ; 21.517 ; 
26.650 ; 26.596 ; 26.427 ; 26.062 ; 25.846 ; 25.927 ; 26.157 ; 26.139 ; 26.077 ; 26.027 ; 25.986 ; 25.923 ; 25.888 ; 25.844 ; 25.776 ; 25.736 ; 25.689 ; 25.637 ; 25.580 ; 25.532 ; 25.507 ; 25.520 ; 25.496 ; 25.490 ; 25.533 ; 25.588 ; 25.629 ; 25.610 ; 25.403 ; 25.109 ; 24.971 ; 24.913 ; 24.861 ; 24.881 ; 25.047 ; 25.242 ; 25.212 ; 25.022 ; 24.784 ; 24.563 ; 24.457 ; 24.404 ; 24.343 ; 24.291 ; 24.222 ; 24.173 ; 24.124 ; 24.071 ; 24.009 ; 23.949 ; 23.909 ; 23.863 ; 23.820 ; 23.763 ; 23.725 ; 23.659 ; 23.610 ; 23.554 ; 23.498 ; 23.439 ; 23.397 ; 23.351 ; 23.274 ; 23.236 ; 23.158 ; 23.113 ; 23.049 ; 23.015 ; 22.976 ; 22.940 ; 22.923 ; 22.899 ; 22.843 ; 22.765 ; 22.640 ; 22.573 ; 22.529 ; 22.473 ; 22.427 ; 22.347 ; 22.303 ; 22.279 ; 22.337 ; 22.549 ; 22.757 ; 22.793 ; 22.654 ; 22.460 ; 22.260 ; 22.071 ; 21.884 ; 21.806 ; 21.760 ; 21.702 ; 21.683 ; 21.639 ; 21.596 ; 21.555 ; 21.511 ; 21.505 ; 
26.277 ; 26.028 ; 25.881 ; 26.005 ; 26.183 ; 26.357 ; 26.344 ; 26.289 ; 26.226 ; 26.176 ; 26.122 ; 26.083 ; 26.048 ; 26.027 ; 25.992 ; 25.953 ; 25.877 ; 25.782 ; 25.703 ; 25.679 ; 25.723 ; 25.896 ; 26.152 ; 26.277 ; 26.294 ; 26.293 ; 26.230 ; 26.074 ; 25.637 ; 25.248 ; 25.131 ; 25.069 ; 25.011 ; 24.966 ; 24.925 ; 24.895 ; 24.832 ; 24.789 ; 24.721 ; 24.664 ; 24.598 ; 24.545 ; 24.496 ; 24.435 ; 24.389 ; 24.339 ; 24.271 ; 24.230 ; 24.175 ; 24.130 ; 24.075 ; 24.013 ; 23.952 ; 23.919 ; 23.863 ; 23.809 ; 23.760 ; 23.710 ; 23.658 ; 23.598 ; 23.573 ; 23.520 ; 23.463 ; 23.381 ; 23.330 ; 23.249 ; 23.188 ; 23.145 ; 23.132 ; 23.189 ; 23.354 ; 23.518 ; 23.457 ; 23.125 ; 22.816 ; 22.736 ; 22.693 ; 22.634 ; 22.577 ; 22.512 ; 22.461 ; 22.421 ; 22.380 ; 22.365 ; 22.340 ; 22.279 ; 22.212 ; 22.165 ; 22.095 ; 22.042 ; 21.996 ; 21.935 ; 21.905 ; 21.842 ; 21.812 ; 21.778 ; 21.733 ; 21.694 ; 21.658 ; 21.660 ; 
26.209 ; 25.816 ; 25.620 ; 26.012 ; 26.483 ; 26.562 ; 26.502 ; 26.426 ; 26.363 ; 26.300 ; 26.238 ; 26.220 ; 26.258 ; 26.372 ; 26.533 ; 26.544 ; 26.325 ; 26.001 ; 25.865 ; 25.818 ; 25.882 ; 26.131 ; 26.319 ; 26.236 ; 26.030 ; 25.847 ; 25.683 ; 25.532 ; 25.403 ; 25.307 ; 25.256 ; 25.200 ; 25.140 ; 25.094 ; 25.046 ; 24.991 ; 24.926 ; 24.877 ; 24.834 ; 24.779 ; 24.729 ; 24.672 ; 24.623 ; 24.561 ; 24.514 ; 24.456 ; 24.402 ; 24.359 ; 24.303 ; 24.244 ; 24.186 ; 24.131 ; 24.042 ; 24.030 ; 23.989 ; 23.922 ; 23.868 ; 23.836 ; 23.842 ; 23.835 ; 23.790 ; 23.787 ; 23.716 ; 23.569 ; 23.448 ; 23.375 ; 23.311 ; 23.248 ; 23.244 ; 23.363 ; 23.651 ; 23.799 ; 23.593 ; 23.158 ; 22.927 ; 22.841 ; 22.802 ; 22.732 ; 22.683 ; 22.630 ; 22.581 ; 22.535 ; 22.486 ; 22.431 ; 22.383 ; 22.328 ; 22.295 ; 22.249 ; 22.197 ; 22.144 ; 22.100 ; 22.050 ; 22.010 ; 21.966 ; 21.938 ; 21.889 ; 21.840 ; 21.818 ; 21.783 ; 21.768 ; 
26.885 ; 26.706 ; 26.490 ; 26.702 ; 26.822 ; 26.789 ; 26.725 ; 26.583 ; 26.453 ; 26.373 ; 26.323 ; 26.316 ; 26.415 ; 26.703 ; 26.909 ; 26.813 ; 26.403 ; 26.074 ; 25.967 ; 25.904 ; 25.853 ; 25.828 ; 25.800 ; 25.734 ; 25.669 ; 25.624 ; 25.565 ; 25.491 ; 25.435 ; 25.373 ; 25.336 ; 25.275 ; 25.241 ; 25.181 ; 25.129 ; 25.064 ; 25.018 ; 24.959 ; 24.930 ; 24.877 ; 24.821 ; 24.762 ; 24.698 ; 24.656 ; 24.606 ; 24.543 ; 24.494 ; 24.447 ; 24.384 ; 24.318 ; 24.273 ; 24.226 ; 24.154 ; 24.076 ; 24.036 ; 23.995 ; 23.973 ; 23.998 ; 24.134 ; 24.358 ; 24.493 ; 24.456 ; 24.265 ; 23.827 ; 23.551 ; 23.474 ; 23.409 ; 23.347 ; 23.311 ; 23.289 ; 23.292 ; 23.249 ; 23.151 ; 23.066 ; 23.000 ; 22.948 ; 22.882 ; 22.825 ; 22.780 ; 22.737 ; 22.673 ; 22.629 ; 22.583 ; 22.528 ; 22.482 ; 22.444 ; 22.405 ; 22.352 ; 22.303 ; 22.249 ; 22.215 ; 22.167 ; 22.123 ; 22.067 ; 22.042 ; 21.997 ; 21.959 ; 21.934 ; 21.890 ; 21.862 ; 
27.323 ; 27.407 ; 27.476 ; 27.505 ; 27.533 ; 27.499 ; 27.314 ; 26.875 ; 26.577 ; 26.490 ; 26.447 ; 26.399 ; 26.385 ; 26.378 ; 26.375 ; 26.275 ; 26.181 ; 26.115 ; 26.040 ; 25.998 ; 25.927 ; 25.890 ; 25.849 ; 25.798 ; 25.742 ; 25.687 ; 25.642 ; 25.576 ; 25.531 ; 25.473 ; 25.429 ; 25.352 ; 25.297 ; 25.270 ; 25.214 ; 25.164 ; 25.115 ; 25.073 ; 25.014 ; 24.977 ; 24.914 ; 24.877 ; 24.849 ; 24.797 ; 24.729 ; 24.672 ; 24.587 ; 24.550 ; 24.482 ; 24.441 ; 24.384 ; 24.316 ; 24.261 ; 24.198 ; 24.154 ; 24.096 ; 24.054 ; 24.090 ; 24.287 ; 24.543 ; 24.552 ; 24.352 ; 24.082 ; 23.782 ; 23.652 ; 23.569 ; 23.530 ; 23.449 ; 23.397 ; 23.366 ; 23.314 ; 23.270 ; 23.205 ; 23.155 ; 23.103 ; 23.037 ; 23.001 ; 22.943 ; 22.893 ; 22.862 ; 22.798 ; 22.736 ; 22.672 ; 22.642 ; 22.595 ; 22.559 ; 22.516 ; 22.472 ; 22.406 ; 22.378 ; 22.328 ; 22.290 ; 22.247 ; 22.229 ; 22.182 ; 22.138 ; 22.076 ; 22.055 ; 22.015 ; 21.997 ; 
27.930 ; 27.871 ; 27.747 ; 27.584 ; 27.425 ; 27.206 ; 26.955 ; 26.743 ; 26.625 ; 26.559 ; 26.504 ; 26.467 ; 26.421 ; 26.380 ; 26.318 ; 26.286 ; 26.226 ; 26.175 ; 26.129 ; 26.060 ; 26.024 ; 25.970 ; 25.919 ; 25.878 ; 25.816 ; 25.764 ; 25.712 ; 25.667 ; 25.618 ; 25.552 ; 25.509 ; 25.458 ; 25.405 ; 25.350 ; 25.303 ; 25.232 ; 25.184 ; 25.141 ; 25.076 ; 25.043 ; 25.006 ; 24.998 ; 25.023 ; 25.018 ; 24.931 ; 24.807 ; 24.677 ; 24.617 ; 24.557 ; 24.504 ; 24.451 ; 24.390 ; 24.342 ; 24.285 ; 24.229 ; 24.174 ; 24.127 ; 24.087 ; 24.063 ; 24.030 ; 23.973 ; 23.905 ; 23.823 ; 23.765 ; 23.696 ; 23.637 ; 23.578 ; 23.519 ; 23.474 ; 23.421 ; 23.372 ; 23.316 ; 23.266 ; 23.217 ; 23.161 ; 23.103 ; 23.055 ; 22.998 ; 22.945 ; 22.894 ; 22.853 ; 22.808 ; 22.762 ; 22.705 ; 22.669 ; 22.622 ; 22.580 ; 22.524 ; 22.475 ; 22.442 ; 22.415 ; 22.419 ; 22.407 ; 22.383 ; 22.333 ; 22.265 ; 22.190 ; 22.125 ; 22.076 ; 22.056 ; 
27.436 ; 27.253 ; 27.099 ; 27.003 ; 26.938 ; 26.864 ; 26.792 ; 26.740 ; 26.686 ; 26.635 ; 26.589 ; 26.528 ; 26.481 ; 26.436 ; 26.383 ; 26.335 ; 26.299 ; 26.231 ; 26.181 ; 26.138 ; 26.091 ; 26.042 ; 26.006 ; 25.935 ; 25.882 ; 25.838 ; 25.795 ; 25.736 ; 25.696 ; 25.655 ; 25.614 ; 25.568 ; 25.519 ; 25.451 ; 25.364 ; 25.300 ; 25.248 ; 25.196 ; 25.143 ; 25.098 ; 25.120 ; 25.247 ; 25.516 ; 25.665 ; 25.473 ; 25.035 ; 24.758 ; 24.690 ; 24.624 ; 24.578 ; 24.511 ; 24.459 ; 24.402 ; 24.351 ; 24.287 ; 24.249 ; 24.193 ; 24.152 ; 24.097 ; 24.042 ; 23.998 ; 23.942 ; 23.876 ; 23.833 ; 23.770 ; 23.709 ; 23.658 ; 23.605 ; 23.563 ; 23.504 ; 23.449 ; 23.400 ; 23.356 ; 23.293 ; 23.222 ; 23.178 ; 23.139 ; 23.096 ; 23.043 ; 23.002 ; 22.947 ; 22.911 ; 22.873 ; 22.848 ; 22.817 ; 22.771 ; 22.687 ; 22.599 ; 22.541 ; 22.516 ; 22.570 ; 22.708 ; 22.910 ; 23.012 ; 22.939 ; 22.687 ; 22.360 ; 22.194 ; 22.126 ; 22.106 ; 
27.202 ; 27.140 ; 27.080 ; 27.034 ; 26.973 ; 26.918 ; 26.862 ; 26.805 ; 26.771 ; 26.724 ; 26.669 ; 26.617 ; 26.567 ; 26.529 ; 26.478 ; 26.433 ; 26.381 ; 26.330 ; 26.287 ; 26.228 ; 26.185 ; 26.110 ; 26.066 ; 26.025 ; 25.978 ; 25.943 ; 25.929 ; 25.884 ; 25.856 ; 25.829 ; 25.832 ; 25.812 ; 25.771 ; 25.642 ; 25.482 ; 25.395 ; 25.349 ; 25.274 ; 25.241 ; 25.180 ; 25.176 ; 25.296 ; 25.507 ; 25.471 ; 25.212 ; 24.956 ; 24.821 ; 24.751 ; 24.707 ; 24.661 ; 24.607 ; 24.532 ; 24.480 ; 24.433 ; 24.373 ; 24.326 ; 24.279 ; 24.225 ; 24.173 ; 24.113 ; 24.067 ; 24.008 ; 23.965 ; 23.910 ; 23.855 ; 23.803 ; 23.735 ; 23.680 ; 23.622 ; 23.575 ; 23.534 ; 23.481 ; 23.440 ; 23.384 ; 23.347 ; 23.274 ; 23.267 ; 23.237 ; 23.204 ; 23.163 ; 23.163 ; 23.191 ; 23.242 ; 23.295 ; 23.285 ; 23.144 ; 22.888 ; 22.681 ; 22.599 ; 22.591 ; 22.658 ; 22.888 ; 23.103 ; 23.103 ; 22.911 ; 22.602 ; 22.350 ; 22.227 ; 22.185 ; 22.171 ; 
27.262 ; 27.210 ; 27.155 ; 27.097 ; 27.042 ; 27.003 ; 26.954 ; 26.907 ; 26.854 ; 26.797 ; 26.737 ; 26.688 ; 26.658 ; 26.605 ; 26.547 ; 26.496 ; 26.454 ; 26.409 ; 26.368 ; 26.314 ; 26.245 ; 26.194 ; 26.162 ; 26.183 ; 26.203 ; 26.255 ; 26.291 ; 26.361 ; 26.438 ; 26.519 ; 26.550 ; 26.510 ; 26.353 ; 25.925 ; 25.589 ; 25.490 ; 25.425 ; 25.366 ; 25.309 ; 25.257 ; 25.221 ; 25.187 ; 25.137 ; 25.080 ; 25.004 ; 24.948 ; 24.905 ; 24.834 ; 24.773 ; 24.720 ; 24.672 ; 24.622 ; 24.572 ; 24.536 ; 24.478 ; 24.403 ; 24.355 ; 24.297 ; 24.245 ; 24.197 ; 24.146 ; 24.088 ; 24.032 ; 23.981 ; 23.925 ; 23.869 ; 23.821 ; 23.763 ; 23.696 ; 23.643 ; 23.597 ; 23.560 ; 23.534 ; 23.547 ; 23.562 ; 23.611 ; 23.674 ; 23.756 ; 23.812 ; 23.869 ; 23.895 ; 23.930 ; 23.928 ; 23.873 ; 23.764 ; 23.471 ; 22.949 ; 22.758 ; 22.702 ; 22.660 ; 22.624 ; 22.627 ; 22.611 ; 22.555 ; 22.479 ; 22.413 ; 22.343 ; 22.308 ; 22.297 ; 22.263 ; 
